-9.6685629,-35.714312
-5.8750224,-35.1802385
-8.1308052,-34.9006382
-10.9345138,-37.0531982
-23.5629932,-46.6671229
-22.922541,-43.173805
-23.5654269,-46.6611734
-20.2549249,-40.2692261
-5.0649323,-42.7905883
-19.9339904,-43.948566
-3.7217765,-38.4799354
-22.9154007,-43.1867353
-3.7719817,-38.4824872
-5.7938877,-35.19628610000001
-30.0302215,-51.2356817
-20.307968,-40.30175699999999
-23.5779713,-46.6883843
-5.8680281,-35.1830215
-23.5656167,-46.6925306
-19.9383602,-43.94918819999999
-11.0986704,-37.125259
-12.9887414,-38.4502874
-22.9146524,-43.178254
-22.986837,-43.197157
-25.4429295,-49.2908133
-30.0283375,-51.20678419999999
-13.0138807,-38.4876938
-5.8680281,-35.1830215
-5.8802364,-35.172678
-23.5475763,-46.6355289
-10.9338696,-37.0499646
-10.9292277,-37.0600283
-23.540112,-46.6447781
-30.0274105,-51.1626652
-23.5895466,-46.6843235
-1.4637631,-48.5052808
-15.8245621,-47.8735479
-5.819761000000001,-35.212238
-22.9844408,-43.21375820000001
-3.7319468,-38.49086339999999
-8.113547000000002,-34.9539363
-30.027263,-51.174083
-23.6814862,-46.69453490000001
-9.6619887,-35.6973239
-23.5302778,-46.6169444
-5.8780187,-35.1743417
-3.7280556,-38.4952778
-3.7258333,-38.4916667
-23.581991,-46.6750232
-23.5634837,-46.6844812
-8.036868,-34.9126258
-25.4263275,-49.2763921
-2.5652089,-44.3320518
-23.5504095,-46.6450805
-15.5976476,-56.0945541
-23.5954857,-46.686287
-3.723624,-38.4874955
-8.1197698,-34.9041354
-9.6685629,-35.714312
-22.9844697,-43.1984983
-8.095306899999999,-34.8840803
-3.7910221,-38.4814679
-9.6685629,-35.714312
-5.8750224,-35.1802385
-8.1308052,-34.9006382
-10.9345138,-37.0531982
-23.5629932,-46.6671229
-22.922541,-43.173805
-23.5654269,-46.6611734
-20.2549249,-40.2692261
-5.0649323,-42.7905883
-19.9339904,-43.948566
-3.7217765,-38.4799354
-22.9154007,-43.1867353
-3.7719817,-38.4824872
-5.7938877,-35.19628610000001
-30.0302215,-51.2356817
-20.307968,-40.30175699999999
-23.5779713,-46.6883843
-5.8680281,-35.1830215
-23.5656167,-46.6925306
-19.9383602,-43.94918819999999
-11.0986704,-37.125259
-12.9887414,-38.4502874
-22.9146524,-43.178254
-22.986837,-43.197157
-25.4429295,-49.2908133
-30.0283375,-51.20678419999999
-13.0138807,-38.4876938
-5.8680281,-35.1830215
-5.8802364,-35.172678
-23.5475763,-46.6355289
-10.9338696,-37.0499646
-10.9292277,-37.0600283
-23.540112,-46.6447781
-30.0274105,-51.1626652
-23.5895466,-46.6843235
-1.4637631,-48.5052808
-15.8245621,-47.8735479
-5.819761000000001,-35.212238
